transaction_id,date,season,asset_type,player_id,player_name,from_team_id,from_team_name,to_team_id,to_team_name,notes
2000-0781,1999-08-13,1999-00,player,595,Anthony Parker,,Philadelphia Sixers,,Orlando Magic,
2000-0790,1999-08-12,1999-00,player,269,Brent Barry,,Chicago Bulls,,Seattle SuperSonics,
2000-0790,1999-08-12,1999-00,player,1375,James Cotton,,Seattle SuperSonics,,Chicago Bulls,
2000-0790,1999-08-12,1999-00,player,1170,Hersey Hawkins,,Seattle SuperSonics,,Chicago Bulls,
2000-0791,1999-08-11,1999-00,player,1276,Ike Austin,,Orlando Magic,,Washington Wizards,
2000-0791,1999-08-11,1999-00,player,1209,Terry Davis,,Washington Wizards,,Orlando Magic,
2000-0791,1999-08-11,1999-00,player,1353,Tim Legler,,Washington Wizards,,Orlando Magic,
2000-0791,1999-08-11,1999-00,player,704,Jeff McInnis,,Washington Wizards,,Orlando Magic,
2000-0791,1999-08-11,1999-00,player,253,Ben Wallace,,Washington Wizards,,Orlando Magic,
2000-0791,1999-08-11,1999-00,trade_exception,,,,Orlando Magic,,Washington Wizards,trade exception
2000-0791,1999-08-11,1999-00,trade_exception,,,,Washington Wizards,,Orlando Magic,trade exception
2000-0805,1999-08-08,1999-00,player,608,Lorenzen Wright,,Los Angeles Clippers,,Atlanta Hawks,
2000-0805,1999-08-08,1999-00,pick,,,,Atlanta Hawks,,Los Angeles Clippers,conditional 1998 1st round pick (TOR own)
2000-0805,1999-08-08,1999-00,pick,,,,Atlanta Hawks,,Los Angeles Clippers,conditional 2002 1st round pick (ATL own)
2000-0805,1999-08-08,1999-00,trade_exception,,,,Atlanta Hawks,,Los Angeles Clippers,trade exception
2000-0816,1999-08-05,1999-00,player,980,Penny Hardaway,,Orlando Magic,,Phoenix Suns,
2000-0816,1999-08-05,1999-00,player,575,Pat Garrity,,Phoenix Suns,,Orlando Magic,
2000-0816,1999-08-05,1999-00,player,847,Danny Manning,,Phoenix Suns,,Orlando Magic,
2000-0816,1999-08-05,1999-00,pick,,,,Phoenix Suns,,Orlando Magic,2001 1st round pick (NYK own)
2000-0816,1999-08-05,1999-00,pick,,,,Phoenix Suns,,Orlando Magic,2002 1st round pick (PHX own)
2000-0816,1999-08-05,1999-00,trade_exception,,,,Phoenix Suns,,Orlando Magic,trade exception
2000-0828,1999-08-04,1999-00,player,1080,Lamond Murray,,Los Angeles Clippers,,Cleveland Cavaliers,
2000-0828,1999-08-04,1999-00,player,322,Derek Anderson,,Cleveland Cavaliers,,Los Angeles Clippers,
2000-0828,1999-08-04,1999-00,player,955,Johnny Newman,,Cleveland Cavaliers,,Los Angeles Clippers,
2000-0828,1999-08-04,1999-00,trade_exception,,,,Cleveland Cavaliers,,Los Angeles Clippers,trade exception
2000-0837,1999-08-03,1999-00,player,753,Popeye Jones,,Boston Celtics,,Denver Nuggets,
2000-0837,1999-08-03,1999-00,player,585,Ron Mercer,,Boston Celtics,,Denver Nuggets,
2000-0837,1999-08-03,1999-00,player,1393,Dwayne Schintzius,,Boston Celtics,,Denver Nuggets,
2000-0837,1999-08-03,1999-00,player,588,Danny Fortson,,Denver Nuggets,,Boston Celtics,
2000-0837,1999-08-03,1999-00,player,1376,Eric Washington,,Denver Nuggets,,Boston Celtics,
2000-0837,1999-08-03,1999-00,player,638,Eric Williams,,Denver Nuggets,,Boston Celtics,
2000-0837,1999-08-03,1999-00,pick,,,,Denver Nuggets,,Boston Celtics,conditional 2001 1st round pick (DEN own)
2000-0837,1999-08-03,1999-00,trade_exception,,,,Denver Nuggets,,Boston Celtics,trade exception
2000-0838,1999-08-03,1999-00,player,1203,Nick Anderson,,Orlando Magic,,Sacramento Kings,
2000-0838,1999-08-03,1999-00,player,589,Tariq Abdul-Wahad,,Sacramento Kings,,Orlando Magic,
2000-0838,1999-08-03,1999-00,pick,,,,Sacramento Kings,,Orlando Magic,2003 1st round pick (SAC own)
2000-0838,1999-08-03,1999-00,trade_exception,,,,Sacramento Kings,,Orlando Magic,trade exception
2000-0847,1999-08-02,1999-00,player,596,Ed Gray,,Atlanta Hawks,,Portland Trail Blazers,
2000-0847,1999-08-02,1999-00,player,972,Steve Smith,,Atlanta Hawks,,Portland Trail Blazers,
2000-0847,1999-08-02,1999-00,player,986,Jim Jackson,,Portland Trail Blazers,,Atlanta Hawks,
2000-0847,1999-08-02,1999-00,player,1248,J.R. Rider,,Portland Trail Blazers,,Atlanta Hawks,
2000-0847,1999-08-02,1999-00,trade_exception,,,,Portland Trail Blazers,,Atlanta Hawks,trade exception
2000-0861,1999-08-01,1999-00,player,1137,Antonio Davis,,Indiana Pacers,,Toronto Raptors,
2000-0861,1999-08-01,1999-00,draft_rights,543,Jonathan Bender,,Toronto Raptors,,Indiana Pacers,
2000-0861,1999-08-01,1999-00,trade_exception,,,,Toronto Raptors,,Indiana Pacers,trade exception
2001-0027,2001-06-28,2000-01,player,207,Lindsey Hunter,,Milwaukee Bucks,,Los Angeles Lakers,
2001-0027,2001-06-28,2000-01,player,1024,Greg Foster,,Los Angeles Lakers,,Milwaukee Bucks,
2001-0027,2001-06-28,2000-01,trade_exception,,,,Milwaukee Bucks,,Los Angeles Lakers,trade exception
2001-0027,2001-06-28,2000-01,trade_exception,,,,Los Angeles Lakers,,Milwaukee Bucks,trade exception
2001-0028,2001-06-28,2000-01,draft_rights,1088,Peja Drobnjak,,Washington Wizards,,Seattle SuperSonics,
2001-0028,2001-06-28,2000-01,draft_rights,233,Bobby Simmons,,Seattle SuperSonics,,Washington Wizards,
2001-0029,2001-06-28,2000-01,draft_rights,1128,Terence Morris,,Atlanta Hawks,,Houston Rockets,
2001-0029,2001-06-28,2000-01,pick,,,,Houston Rockets,,Atlanta Hawks,2003 1st round pick (DET own)
2001-0030,2001-06-28,2000-01,draft_rights,669,Omar Cook,,Orlando Magic,,Denver Nuggets,
2001-0030,2001-06-28,2000-01,pick,,,,Denver Nuggets,,Orlando Magic,2001 1st round pick (ORL own)
2001-0031,2001-06-28,2000-01,draft_rights,519,Eddie Griffin,,New Jersey Nets,,Houston Rockets,
2001-0031,2001-06-28,2000-01,draft_rights,508,Brandon Armstrong,,Houston Rockets,,New Jersey Nets,
2001-0031,2001-06-28,2000-01,draft_rights,188,Jason Collins,,Houston Rockets,,New Jersey Nets,
2001-0031,2001-06-28,2000-01,draft_rights,278,Richard Jefferson,,Houston Rockets,,New Jersey Nets,
2001-0032,2001-06-28,2000-01,player,568,Michael Doleac,,Orlando Magic,,Cleveland Cavaliers,
2001-0032,2001-06-28,2000-01,draft_rights,216,Brendan Haywood,,Cleveland Cavaliers,,Orlando Magic,
2001-0032,2001-06-28,2000-01,trade_exception,,,,Cleveland Cavaliers,,Orlando Magic,trade exception
2001-0033,2001-06-28,2000-01,player,544,Elton Brand,,Chicago Bulls,,Los Angeles Clippers,
2001-0033,2001-06-28,2000-01,player,578,Brian Skinner,,Los Angeles Clippers,,Chicago Bulls,
2001-0033,2001-06-28,2000-01,draft_rights,516,Tyson Chandler,,Los Angeles Clippers,,Chicago Bulls,
2001-0034,2001-06-28,2000-01,player,1203,Nick Anderson,,Sacramento Kings,,Vancouver Grizzlies,
2001-0034,2001-06-28,2000-01,player,563,Jason Williams,,Sacramento Kings,,Vancouver Grizzlies,
2001-0034,2001-06-28,2000-01,player,313,Mike Bibby,,Vancouver Grizzlies,,Sacramento Kings,
2001-0034,2001-06-28,2000-01,player,992,Brent Price,,Vancouver Grizzlies,,Sacramento Kings,
2001-0039,2001-06-14,2000-01,draft_rights,974,Roberto Duenas,,Chicago Bulls,,Charlotte Hornets (1988),
2001-0039,2001-06-14,2000-01,pick,,,,Charlotte Hornets (1988),,Chicago Bulls,2001 2nd round pick (CHA own)
2001-0114,2001-02-23,2000-01,player,853,Calvin Booth,,Washington Wizards,,Dallas Mavericks,
2001-0114,2001-02-23,2000-01,player,687,Obinna Ekezie,,Washington Wizards,,Dallas Mavericks,
2001-0114,2001-02-23,2000-01,player,293,Juwan Howard,,Washington Wizards,,Dallas Mavericks,
2001-0114,2001-02-23,2000-01,player,534,Courtney Alexander,,Dallas Mavericks,,Washington Wizards,
2001-0114,2001-02-23,2000-01,player,827,Hubert Davis,,Dallas Mavericks,,Washington Wizards,
2001-0114,2001-02-23,2000-01,player,855,Christian Laettner,,Dallas Mavericks,,Washington Wizards,
2001-0114,2001-02-23,2000-01,player,220,Etan Thomas,,Dallas Mavericks,,Washington Wizards,
2001-0114,2001-02-23,2000-01,player,1238,Loy Vaught,,Dallas Mavericks,,Washington Wizards,
2001-0114,2001-02-23,2000-01,cash,,,,Dallas Mavericks,,Washington Wizards,cash
2001-0114,2001-02-23,2000-01,trade_exception,,,,Dallas Mavericks,,Washington Wizards,trade exception
2001-0118,2001-02-23,2000-01,player,576,Roshown McLeod,,Atlanta Hawks,,Philadelphia Sixers,
2001-0118,2001-02-23,2000-01,player,184,Dikembe Mutombo,,Atlanta Hawks,,Philadelphia Sixers,
2001-0118,2001-02-23,2000-01,player,1025,Toni Kukoc,,Philadelphia Sixers,,Atlanta Hawks,
2001-0118,2001-02-23,2000-01,player,317,Nazr Mohammed,,Philadelphia Sixers,,Atlanta Hawks,
2001-0118,2001-02-23,2000-01,player,208,Theo Ratliff,,Philadelphia Sixers,,Atlanta Hawks,
2001-0118,2001-02-23,2000-01,player,686,Pepe Sanchez,,Philadelphia Sixers,,Atlanta Hawks,
2001-0118,2001-02-23,2000-01,trade_exception,,,,Philadelphia Sixers,,Atlanta Hawks,trade exception
2001-0120,2001-02-23,2000-01,player,1047,Muggsy Bogues,,Toronto Raptors,,New York Knicks,
2001-0120,2001-02-23,2000-01,player,944,Mark Jackson,,Toronto Raptors,,New York Knicks,
2001-0120,2001-02-23,2000-01,player,1191,Chris Childs,,New York Knicks,,Toronto Raptors,
2001-0120,2001-02-23,2000-01,pick,,,,New York Knicks,,Toronto Raptors,conditional 2002 1st round pick (SEA own)
2001-0121,2001-02-23,2000-01,player,1236,Eric Montross,,Detroit Pistons,,Toronto Raptors,
2001-0121,2001-02-23,2000-01,player,338,Jerome Williams,,Detroit Pistons,,Toronto Raptors,
2001-0121,2001-02-23,2000-01,player,1251,Tyrone Corbin,,Toronto Raptors,,Detroit Pistons,
2001-0121,2001-02-23,2000-01,player,829,Kornel David,,Toronto Raptors,,Detroit Pistons,
2001-0121,2001-02-23,2000-01,player,639,Corliss Williamson,,Toronto Raptors,,Detroit Pistons,
2001-0121,2001-02-23,2000-01,pick,,,,Toronto Raptors,,Detroit Pistons,2005 1st round pick (ORL own)
2001-0141,2001-01-30,2000-01,player,316,Othella Harrington,,Vancouver Grizzlies,,New York Knicks,
2001-0141,2001-01-30,2000-01,player,708,Erick Strickland,,New York Knicks,,Vancouver Grizzlies,
2001-0141,2001-01-30,2000-01,pick,,,,New York Knicks,,Vancouver Grizzlies,conditional 2001 1st round pick (LAL own)
2001-0141,2001-01-30,2000-01,pick,,,,New York Knicks,,Vancouver Grizzlies,2001 2nd round pick (NYK own)
2001-0141,2001-01-30,2000-01,trade_exception,,,,Vancouver Grizzlies,,New York Knicks,trade exception
2001-0155,2001-01-26,2000-01,player,1270,Vinny Del Negro,,Golden State Warriors,,Phoenix Suns,
2001-0155,2001-01-26,2000-01,player,1134,Corie Blount,,Phoenix Suns,,Golden State Warriors,
2001-0155,2001-01-26,2000-01,player,1257,Ruben Garces,,Phoenix Suns,,Golden State Warriors,
2001-0155,2001-01-26,2000-01,player,1211,Paul McPherson,,Phoenix Suns,,Golden State Warriors,
2001-0155,2001-01-26,2000-01,trade_exception,,,,Phoenix Suns,,Golden State Warriors,trade exception
2001-0177,2001-01-12,2000-01,player,569,Keon Clark,,Denver Nuggets,,Toronto Raptors,
2001-0177,2001-01-12,2000-01,player,1186,Tracy Murray,,Denver Nuggets,,Toronto Raptors,
2001-0177,2001-01-12,2000-01,player,536,Mamadou N'Diaye,,Denver Nuggets,,Toronto Raptors,
2001-0177,2001-01-12,2000-01,player,1315,Garth Joseph,,Toronto Raptors,,Denver Nuggets,
2001-0177,2001-01-12,2000-01,player,548,Alek Radojevic,,Toronto Raptors,,Denver Nuggets,
2001-0177,2001-01-12,2000-01,player,342,Kevin Willis,,Toronto Raptors,,Denver Nuggets,
2001-0177,2001-01-12,2000-01,pick,,,,Toronto Raptors,,Denver Nuggets,2001 2nd round pick (TOR own)
2001-0177,2001-01-12,2000-01,trade_exception,,,,Toronto Raptors,,Denver Nuggets,trade exception
2001-0200,2001-01-02,2000-01,player,355,Brevin Knight,,Cleveland Cavaliers,,Atlanta Hawks,
2001-0200,2001-01-02,2000-01,player,986,Jim Jackson,,Atlanta Hawks,,Cleveland Cavaliers,
2001-0200,2001-01-02,2000-01,player,754,Anthony Johnson,,Atlanta Hawks,,Cleveland Cavaliers,
2001-0200,2001-01-02,2000-01,player,988,Larry Robinson,,Atlanta Hawks,,Cleveland Cavaliers,
2001-0200,2001-01-02,2000-01,trade_exception,,,,Atlanta Hawks,,Cleveland Cavaliers,trade exception
2001-0233,2000-11-28,2000-01,player,857,Tyrone Nesby,,Los Angeles Clippers,,Washington Wizards,
2001-0233,2000-11-28,2000-01,player,687,Obinna Ekezie,,Washington Wizards,,Los Angeles Clippers,
2001-0233,2000-11-28,2000-01,player,640,Cherokee Parks,,Washington Wizards,,Los Angeles Clippers,
2001-0238,2000-11-26,2000-01,pick,,,,Miami Heat,,Detroit Pistons,Swap 2002 2nd round picks
2001-0238,2000-11-26,2000-01,player,1282,Cedric Ceballos,,Detroit Pistons,,Miami Heat,
2001-0238,2000-11-26,2000-01,pick,,,,Detroit Pistons,,Miami Heat,2003 2nd round pick (DET own)
2001-0238,2000-11-26,2000-01,trade_exception,,,,Miami Heat,,Detroit Pistons,trade exception
2001-0450,2000-10-17,2000-01,player,1238,Loy Vaught,,Detroit Pistons,,Dallas Mavericks,
2001-0450,2000-10-17,2000-01,player,845,Dana Barros,,Dallas Mavericks,,Detroit Pistons,
2001-0450,2000-10-17,2000-01,player,696,Ansu Sesay,,Dallas Mavericks,,Detroit Pistons,
2001-0450,2000-10-17,2000-01,trade_exception,,,,Dallas Mavericks,,Detroit Pistons,trade exception
2001-0462,2000-10-16,2000-01,player,1145,Chris Herren,,Denver Nuggets,,Boston Celtics,
2001-0462,2000-10-16,2000-01,player,1202,Bryant Stith,,Denver Nuggets,,Boston Celtics,
2001-0462,2000-10-16,2000-01,player,1005,Calbert Cheaney,,Boston Celtics,,Denver Nuggets,
2001-0462,2000-10-16,2000-01,player,1190,Robert Pack,,Boston Celtics,,Denver Nuggets,
2001-0462,2000-10-16,2000-01,trade_exception,,,,Boston Celtics,,Denver Nuggets,trade exception
2001-0625,2000-09-29,2000-01,player,639,Corliss Williamson,,Sacramento Kings,,Toronto Raptors,
2001-0625,2000-09-29,2000-01,player,1079,Doug Christie,,Toronto Raptors,,Sacramento Kings,
2001-0625,2000-09-29,2000-01,trade_exception,,,,Toronto Raptors,,Sacramento Kings,trade exception
2001-0634,2000-09-28,2000-01,player,572,Bryce Drew,,Houston Rockets,,Chicago Bulls,
2001-0634,2000-09-28,2000-01,pick,,,,Chicago Bulls,,Houston Rockets,conditional 2001 1st round pick (CHI own)
2001-0634,2000-09-28,2000-01,trade_exception,,,,Chicago Bulls,,Houston Rockets,trade exception
2001-0649,2000-09-25,2000-01,player,1186,Tracy Murray,,Washington Wizards,,Denver Nuggets,
2001-0649,2000-09-25,2000-01,player,753,Popeye Jones,,Denver Nuggets,,Washington Wizards,
2001-0649,2000-09-25,2000-01,pick,,,,Denver Nuggets,,Washington Wizards,2002 2nd round pick (PHX own)
2001-0657,2000-09-20,2000-01,player,1297,Patrick Ewing,,New York Knicks,,Seattle SuperSonics,
2001-0657,2000-09-20,2000-01,player,994,Chris Dudley,,New York Knicks,,Phoenix Suns,
2001-0657,2000-09-20,2000-01,pick,,,,New York Knicks,,Phoenix Suns,2001 1st round pick (NYK own)
2001-0657,2000-09-20,2000-01,player,1173,Emanual Davis,,Seattle SuperSonics,,Los Angeles Lakers,
2001-0657,2000-09-20,2000-01,player,1024,Greg Foster,,Seattle SuperSonics,,Los Angeles Lakers,
2001-0657,2000-09-20,2000-01,player,985,Horace Grant,,Seattle SuperSonics,,Los Angeles Lakers,
2001-0657,2000-09-20,2000-01,player,1273,Chuck Person,,Seattle SuperSonics,,Los Angeles Lakers,
2001-0657,2000-09-20,2000-01,player,1038,Lazaro Borrell,,Seattle SuperSonics,,New York Knicks,
2001-0657,2000-09-20,2000-01,player,940,Vernon Maxwell,,Seattle SuperSonics,,New York Knicks,
2001-0657,2000-09-20,2000-01,player,582,Vladimir Stepania,,Seattle SuperSonics,,New York Knicks,
2001-0657,2000-09-20,2000-01,player,1041,Luc Longley,,Phoenix Suns,,New York Knicks,
2001-0657,2000-09-20,2000-01,player,625,Travis Knight,,Los Angeles Lakers,,New York Knicks,
2001-0657,2000-09-20,2000-01,player,1044,Glen Rice,,Los Angeles Lakers,,New York Knicks,
2001-0657,2000-09-20,2000-01,pick,,,,Los Angeles Lakers,,New York Knicks,conditional 2001 1st round pick (LAL own)
2001-0657,2000-09-20,2000-01,pick,,,,Seattle SuperSonics,,New York Knicks,2001 2nd round pick (SEA own)
2001-0657,2000-09-20,2000-01,pick,,,,Seattle SuperSonics,,New York Knicks,2001 2nd round pick (BOS own)
2001-0657,2000-09-20,2000-01,pick,,,,Seattle SuperSonics,,New York Knicks,conditional 2002 1st round pick (SEA own)
2001-0657,2000-09-20,2000-01,cash,,,,,,Phoenix Suns,cash
2001-0657,2000-09-20,2000-01,cash,,,,Los Angeles Lakers,,,cash
2001-0657,2000-09-20,2000-01,trade_exception,,,,,,Los Angeles Lakers,trade exception
2001-0657,2000-09-20,2000-01,trade_exception,,,,,,New York Knicks,trade exception
2001-0692,2000-08-31,2000-01,player,1264,Joe Kleine,,Portland Trail Blazers,,Indiana Pacers,
2001-0692,2000-08-31,2000-01,player,238,Jermaine O'Neal,,Portland Trail Blazers,,Indiana Pacers,
2001-0692,2000-08-31,2000-01,player,828,Dale Davis,,Indiana Pacers,,Portland Trail Blazers,
2001-0692,2000-08-31,2000-01,trade_exception,,,,Indiana Pacers,,Portland Trail Blazers,trade exception
2001-0695,2000-08-30,2000-01,player,1078,Shawn Kemp,,Cleveland Cavaliers,,Portland Trail Blazers,
2001-0695,2000-08-30,2000-01,player,1081,Brian Grant,,Portland Trail Blazers,,Miami Heat,
2001-0695,2000-08-30,2000-01,player,1246,Gary Grant,,Portland Trail Blazers,,Cleveland Cavaliers,
2001-0695,2000-08-30,2000-01,player,1245,Chris Gatling,,Miami Heat,,Cleveland Cavaliers,
2001-0695,2000-08-30,2000-01,player,1015,Clarence Weatherspoon,,Miami Heat,,Cleveland Cavaliers,
2001-0695,2000-08-30,2000-01,pick,,,,Miami Heat,,Cleveland Cavaliers,conditional 2001 1st round pick (MIA own)
2001-0695,2000-08-30,2000-01,cash,,,,Miami Heat,,,cash
2001-0695,2000-08-30,2000-01,cash,,,,,,Cleveland Cavaliers,cash
2001-0695,2000-08-30,2000-01,trade_exception,,,,,,Cleveland Cavaliers,trade exception
2001-0698,2000-08-29,2000-01,player,855,Christian Laettner,,Detroit Pistons,,Dallas Mavericks,
2001-0698,2000-08-29,2000-01,player,959,Terry Mills,,Detroit Pistons,,Dallas Mavericks,
2001-0698,2000-08-29,2000-01,player,1282,Cedric Ceballos,,Dallas Mavericks,,Detroit Pistons,
2001-0698,2000-08-29,2000-01,player,1254,Eric Murdock,,Dallas Mavericks,,Detroit Pistons,
2001-0698,2000-08-29,2000-01,player,617,John Wallace,,Dallas Mavericks,,Detroit Pistons,
2001-0698,2000-08-29,2000-01,cash,,,,Dallas Mavericks,,Detroit Pistons,cash
2001-0698,2000-08-29,2000-01,trade_exception,,,,Detroit Pistons,,Dallas Mavericks,trade exception
2001-0707,2000-08-22,2000-01,player,207,Lindsey Hunter,,Detroit Pistons,,Milwaukee Bucks,
2001-0707,2000-08-22,2000-01,player,729,Billy Owens,,Milwaukee Bucks,,Detroit Pistons,
2001-0707,2000-08-22,2000-01,trade_exception,,,,Milwaukee Bucks,,Detroit Pistons,trade exception
2001-0708,2000-08-22,2000-01,player,1276,Ike Austin,,Washington Wizards,,Vancouver Grizzlies,
2001-0708,2000-08-22,2000-01,player,687,Obinna Ekezie,,Vancouver Grizzlies,,Washington Wizards,
2001-0708,2000-08-22,2000-01,player,579,Felipe Lopez,,Vancouver Grizzlies,,Washington Wizards,
2001-0708,2000-08-22,2000-01,player,640,Cherokee Parks,,Vancouver Grizzlies,,Washington Wizards,
2001-0708,2000-08-22,2000-01,player,1195,Dennis Scott,,Vancouver Grizzlies,,Washington Wizards,
2001-0708,2000-08-22,2000-01,trade_exception,,,,Vancouver Grizzlies,,Washington Wizards,trade exception
2001-0721,2000-08-16,2000-01,player,588,Danny Fortson,,Boston Celtics,,Golden State Warriors,
2001-0721,2000-08-16,2000-01,player,1216,Adam Keefe,,Utah Jazz,,Golden State Warriors,
2001-0721,2000-08-16,2000-01,player,288,Donyell Marshall,,Golden State Warriors,,Utah Jazz,
2001-0721,2000-08-16,2000-01,player,654,Bruno Sundov,,Dallas Mavericks,,Utah Jazz,
2001-0721,2000-08-16,2000-01,player,1207,Bill Curley,,Golden State Warriors,,Dallas Mavericks,
2001-0721,2000-08-16,2000-01,player,1040,Howard Eisley,,Utah Jazz,,Dallas Mavericks,
2001-0721,2000-08-16,2000-01,player,845,Dana Barros,,Boston Celtics,,Dallas Mavericks,
2001-0721,2000-08-16,2000-01,player,1190,Robert Pack,,Dallas Mavericks,,Boston Celtics,
2001-0721,2000-08-16,2000-01,player,1201,Hot Rod Williams,,Dallas Mavericks,,Boston Celtics,
2001-0721,2000-08-16,2000-01,pick,,,,Utah Jazz,,Boston Celtics,More Favorable 2001 1st round pick
2001-0721,2000-08-16,2000-01,cash,,,,Dallas Mavericks,,,cash
2001-0721,2000-08-16,2000-01,trade_exception,,,,Dallas Mavericks,,,trade exception
2001-0721,2000-08-16,2000-01,cash,,,,,,Boston Celtics,cash
2001-0779,2000-08-03,2000-01,player,849,Grant Hill,,Detroit Pistons,,Orlando Magic,
2001-0779,2000-08-03,2000-01,player,832,Chucky Atkins,,Orlando Magic,,Detroit Pistons,
2001-0779,2000-08-03,2000-01,player,253,Ben Wallace,,Orlando Magic,,Detroit Pistons,
2001-0779,2000-08-03,2000-01,trade_exception,,,,Orlando Magic,,Detroit Pistons,trade exception
2001-0783,2000-08-03,2000-01,player,183,Tracy McGrady,,Toronto Raptors,,Orlando Magic,
2001-0783,2000-08-03,2000-01,pick,,,,Orlando Magic,,Toronto Raptors,2005 1st round pick (ORL own)
2001-0783,2000-08-03,2000-01,trade_exception,,,,Orlando Magic,,Toronto Raptors,trade exception
2001-0784,2000-08-03,2000-01,player,1070,Andrew DeClercq,,Cleveland Cavaliers,,Orlando Magic,
