transaction_id,date,season,asset_type,player_id,player_name,from_team_id,from_team_name,to_team_id,to_team_name,notes
2009-0038,2009-06-26,2008-09,draft_rights,1612,Ty Lawson,,Minnesota Timberwolves,,Denver Nuggets,
2009-0038,2009-06-26,2008-09,pick,,,,Denver Nuggets,,Minnesota Timberwolves,conditional 2009 1st round pick (CHA own)
2009-0039,2009-06-26,2008-09,player,776,Ryan Anderson,,New Jersey Nets,,Orlando Magic,
2009-0039,2009-06-26,2008-09,player,275,Vince Carter,,New Jersey Nets,,Orlando Magic,
2009-0039,2009-06-26,2008-09,player,172,Rafer Alston,,Orlando Magic,,New Jersey Nets,
2009-0039,2009-06-26,2008-09,player,584,Tony Battie,,Orlando Magic,,New Jersey Nets,
2009-0039,2009-06-26,2008-09,player,777,Courtney Lee,,Orlando Magic,,New Jersey Nets,
2009-0039,2009-06-26,2008-09,trade_exception,,,,Orlando Magic,,New Jersey Nets,trade exception
2009-0040,2009-06-26,2008-09,player,191,Darko Milicic,,Memphis Grizzlies,,New York Knicks,
2009-0040,2009-06-26,2008-09,player,167,Quentin Richardson,,New York Knicks,,Memphis Grizzlies,
2009-0040,2009-06-26,2008-09,cash,,,,New York Knicks,,Memphis Grizzlies,cash
2009-0040,2009-06-26,2008-09,trade_exception,,,,Memphis Grizzlies,,New York Knicks,trade exception
2009-0041,2009-06-26,2008-09,player,755,Shaquille O'Neal,,Phoenix Suns,,Cleveland Cavaliers,
2009-0041,2009-06-26,2008-09,player,247,Sasha Pavlovic,,Cleveland Cavaliers,,Phoenix Suns,
2009-0041,2009-06-26,2008-09,player,253,Ben Wallace,,Cleveland Cavaliers,,Phoenix Suns,
2009-0041,2009-06-26,2008-09,pick,,,,Cleveland Cavaliers,,Phoenix Suns,conditional 2010 2nd round pick (CLE own)
2009-0041,2009-06-26,2008-09,cash,,,,Cleveland Cavaliers,,Phoenix Suns,cash
2009-0041,2009-06-26,2008-09,trade_exception,,,,Cleveland Cavaliers,,Phoenix Suns,trade exception
2009-0042,2009-06-26,2008-09,player,162,Jamal Crawford,,Golden State Warriors,,Atlanta Hawks,
2009-0042,2009-06-26,2008-09,player,314,Speedy Claxton,,Atlanta Hawks,,Golden State Warriors,
2009-0042,2009-06-26,2008-09,player,38,Acie Law,,Atlanta Hawks,,Golden State Warriors,
2009-0042,2009-06-26,2008-09,trade_exception,,,,Atlanta Hawks,,Golden State Warriors,trade exception
2009-0044,2009-06-24,2008-09,player,79,Randy Foye,,Minnesota Timberwolves,,Washington Wizards,
2009-0044,2009-06-24,2008-09,player,186,Mike Miller,,Minnesota Timberwolves,,Washington Wizards,
2009-0044,2009-06-24,2008-09,player,75,Oleksiy Pecherov,,Washington Wizards,,Minnesota Timberwolves,
2009-0044,2009-06-24,2008-09,player,222,Darius Songaila,,Washington Wizards,,Minnesota Timberwolves,
2009-0044,2009-06-24,2008-09,player,220,Etan Thomas,,Washington Wizards,,Minnesota Timberwolves,
2009-0044,2009-06-24,2008-09,pick,,,,Washington Wizards,,Minnesota Timberwolves,2009 1st round pick (WAS own)
2009-0044,2009-06-24,2008-09,trade_exception,,,,Minnesota Timberwolves,,Washington Wizards,trade exception
2009-0049,2009-06-23,2008-09,player,263,Fabricio Oberto,,San Antonio Spurs,,Detroit Pistons,
2009-0049,2009-06-23,2008-09,player,278,Richard Jefferson,,Milwaukee Bucks,,San Antonio Spurs,
2009-0049,2009-06-23,2008-09,player,147,Amir Johnson,,Detroit Pistons,,Milwaukee Bucks,
2009-0049,2009-06-23,2008-09,player,270,Bruce Bowen,,San Antonio Spurs,,Milwaukee Bucks,
2009-0049,2009-06-23,2008-09,player,339,Kurt Thomas,,San Antonio Spurs,,Milwaukee Bucks,
2009-0049,2009-06-23,2008-09,cash,,,,Detroit Pistons,,,cash
2009-0049,2009-06-23,2008-09,cash,,,,,,Milwaukee Bucks,cash
2009-0049,2009-06-23,2008-09,trade_exception,,,,,,Milwaukee Bucks,trade exception
2009-0059,2009-06-09,2008-09,player,467,Jason Kapono,,Toronto Raptors,,Philadelphia Sixers,
2009-0059,2009-06-09,2008-09,player,681,Reggie Evans,,Philadelphia Sixers,,Toronto Raptors,
2009-0059,2009-06-09,2008-09,trade_exception,,,,Philadelphia Sixers,,Toronto Raptors,trade exception
2009-0199,2009-02-20,2008-09,pick,,,,Sacramento Kings,,Boston Celtics,conditional 2014 2nd round pick (SAC own)
2009-0199,2009-02-20,2008-09,player,72,Patrick O'Bryant,,Boston Celtics,,Toronto Raptors,
2009-0199,2009-02-20,2008-09,player,863,Will Solomon,,Toronto Raptors,,Sacramento Kings,
2009-0199,2009-02-20,2008-09,cash,,,,Boston Celtics,,,cash
2009-0199,2009-02-20,2008-09,trade_exception,,,,,,Boston Celtics,trade exception
2009-0199,2009-02-20,2008-09,trade_exception,,,,,,Toronto Raptors,trade exception
2009-0199,2009-02-20,2008-09,cash,,,,,,Sacramento Kings,cash
2009-0201,2009-02-20,2008-09,player,172,Rafer Alston,,Houston Rockets,,Orlando Magic,
2009-0201,2009-02-20,2008-09,player,462,Brian Cook,,Orlando Magic,,Houston Rockets,
2009-0201,2009-02-20,2008-09,player,78,Kyle Lowry,,Memphis Grizzlies,,Houston Rockets,
2009-0201,2009-02-20,2008-09,player,587,Adonal Foyle,,Orlando Magic,,Memphis Grizzlies,
2009-0201,2009-02-20,2008-09,player,346,Mike Wilks,,Orlando Magic,,Memphis Grizzlies,
2009-0201,2009-02-20,2008-09,pick,,,,Orlando Magic,,Memphis Grizzlies,2009 1st round pick (ORL own)
2009-0201,2009-02-20,2008-09,cash,,,,Orlando Magic,,,cash
2009-0201,2009-02-20,2008-09,trade_exception,,,,,,Orlando Magic,trade exception
2009-0201,2009-02-20,2008-09,trade_exception,,,,,,Houston Rockets,trade exception
2009-0201,2009-02-20,2008-09,trade_exception,,,,Houston Rockets,,,trade exception
2009-0201,2009-02-20,2008-09,cash,,,,,,Memphis Grizzlies,cash
2009-0202,2009-02-20,2008-09,player,209,Larry Hughes,,Chicago Bulls,,New York Knicks,
2009-0202,2009-02-20,2008-09,player,171,Jerome James,,New York Knicks,,Chicago Bulls,
2009-0202,2009-02-20,2008-09,player,865,Anthony Roberson,,New York Knicks,,Chicago Bulls,
2009-0202,2009-02-20,2008-09,player,586,Tim Thomas,,New York Knicks,,Chicago Bulls,
2009-0202,2009-02-20,2008-09,trade_exception,,,,Chicago Bulls,,New York Knicks,trade exception
2009-0202,2009-02-20,2008-09,trade_exception,,,,New York Knicks,,Chicago Bulls,trade exception
2009-0203,2009-02-20,2008-09,pick,,,,Seattle SuperSonics,,Chicago Bulls,Least Favorable 2009 1st round pick
2009-0203,2009-02-20,2008-09,player,86,Thabo Sefolosha,,Chicago Bulls,,Oklahoma City Thunder,
2009-0203,2009-02-20,2008-09,cash,,,,Chicago Bulls,,,cash
2009-0203,2009-02-20,2008-09,trade_exception,,,,,,Chicago Bulls,trade exception
2009-0203,2009-02-20,2008-09,cash,,,,,,Oklahoma City Thunder,cash
2009-0203,2009-02-20,2008-09,trade_exception,,,,Oklahoma City Thunder,,,trade exception
2009-0205,2009-02-20,2008-09,player,296,Chris Wilcox,,Oklahoma City Thunder,,New York Knicks,
2009-0205,2009-02-20,2008-09,player,168,Malik Rose,,New York Knicks,,Oklahoma City Thunder,
2009-0205,2009-02-20,2008-09,cash,,,,New York Knicks,,Oklahoma City Thunder,cash
2009-0205,2009-02-20,2008-09,trade_exception,,,,Oklahoma City Thunder,,New York Knicks,trade exception
2009-0206,2009-02-20,2008-09,player,862,Bobby Brown,,Sacramento Kings,,Minnesota Timberwolves,
2009-0206,2009-02-20,2008-09,player,68,Shelden Williams,,Sacramento Kings,,Minnesota Timberwolves,
2009-0206,2009-02-20,2008-09,player,853,Calvin Booth,,Minnesota Timberwolves,,Sacramento Kings,
2009-0206,2009-02-20,2008-09,player,360,Rashad McCants,,Minnesota Timberwolves,,Sacramento Kings,
2009-0206,2009-02-20,2008-09,trade_exception,,,,Minnesota Timberwolves,,Sacramento Kings,trade exception
2009-0209,2009-02-18,2008-09,player,232,Michael Ruffin,,Chicago Bulls,,Portland Trail Blazers,
2009-0209,2009-02-18,2008-09,player,885,Brad Miller,,Sacramento Kings,,Chicago Bulls,
2009-0209,2009-02-18,2008-09,player,441,John Salmons,,Sacramento Kings,,Chicago Bulls,
2009-0209,2009-02-18,2008-09,player,94,Ike Diogu,,Portland Trail Blazers,,Sacramento Kings,
2009-0209,2009-02-18,2008-09,player,210,Drew Gooden,,Chicago Bulls,,Sacramento Kings,
2009-0209,2009-02-18,2008-09,player,211,Andres Nocioni,,Chicago Bulls,,Sacramento Kings,
2009-0209,2009-02-18,2008-09,player,82,Cedric Simmons,,Chicago Bulls,,Sacramento Kings,
2009-0209,2009-02-18,2008-09,cash,,,,Portland Trail Blazers,,,cash
2009-0209,2009-02-18,2008-09,trade_exception,,,,,,Portland Trail Blazers,trade exception
2009-0209,2009-02-18,2008-09,cash,,,,,,Chicago Bulls,cash
2009-0209,2009-02-18,2008-09,trade_exception,,,,,,Chicago Bulls,trade exception
2009-0209,2009-02-18,2008-09,cash,,,,,,Sacramento Kings,cash
2009-0209,2009-02-18,2008-09,cash,,,,Sacramento Kings,,,cash
2009-0212,2009-02-18,2008-09,pick,,,,Memphis Grizzlies,,Los Angeles Lakers,conditional 2013 2nd round pick (MEM own)
2009-0212,2009-02-18,2008-09,player,531,Chris Mihm,,Los Angeles Lakers,,Memphis Grizzlies,
2009-0212,2009-02-18,2008-09,cash,,,,Los Angeles Lakers,,Memphis Grizzlies,cash
2009-0212,2009-02-18,2008-09,trade_exception,,,,Memphis Grizzlies,,Los Angeles Lakers,trade exception
2009-0215,2009-02-17,2008-09,player,516,Tyson Chandler,,New Orleans Pelicans,,Oklahoma City Thunder,
2009-0215,2009-02-17,2008-09,player,257,Joe Smith,,Oklahoma City Thunder,,New Orleans Pelicans,
2009-0215,2009-02-17,2008-09,player,296,Chris Wilcox,,Oklahoma City Thunder,,New Orleans Pelicans,
2009-0215,2009-02-17,2008-09,draft_rights,817,DeVon Hardin,,Oklahoma City Thunder,,New Orleans Pelicans,
2009-0219,2009-02-17,2008-09,pick,,,,Sacramento Kings,,Boston Celtics,conditional 2015 2nd round pick (SAC own)
2009-0219,2009-02-17,2008-09,player,913,Sam Cassell,,Boston Celtics,,Sacramento Kings,
2009-0219,2009-02-17,2008-09,cash,,,,Boston Celtics,,Sacramento Kings,cash
2009-0219,2009-02-17,2008-09,trade_exception,,,,Sacramento Kings,,Boston Celtics,trade exception
2009-0220,2009-02-16,2008-09,pick,,,,Los Angeles Clippers,,Detroit Pistons,conditional 2013 2nd round pick (LAC own)
2009-0220,2009-02-16,2008-09,player,158,Alex Acker,,Detroit Pistons,,Los Angeles Clippers,
2009-0220,2009-02-16,2008-09,pick,,,,Detroit Pistons,,Los Angeles Clippers,2011 2nd round pick (DET own)
2009-0220,2009-02-16,2008-09,cash,,,,Detroit Pistons,,Los Angeles Clippers,cash
2009-0220,2009-02-16,2008-09,trade_exception,,,,Los Angeles Clippers,,Detroit Pistons,trade exception
2009-0224,2009-02-13,2008-09,player,680,Jamario Moon,,Toronto Raptors,,Miami Heat,
2009-0224,2009-02-13,2008-09,player,238,Jermaine O'Neal,,Toronto Raptors,,Miami Heat,
2009-0224,2009-02-13,2008-09,pick,,,,Toronto Raptors,,Miami Heat,conditional 2011 1st round pick (TOR own)
2009-0224,2009-02-13,2008-09,pick,,,,Toronto Raptors,,Miami Heat,conditional 2010 1st round pick (TOR own)
2009-0224,2009-02-13,2008-09,player,454,Marcus Banks,,Miami Heat,,Toronto Raptors,
2009-0224,2009-02-13,2008-09,player,546,Shawn Marion,,Miami Heat,,Toronto Raptors,
2009-0224,2009-02-13,2008-09,cash,,,,Miami Heat,,Toronto Raptors,cash
2009-0224,2009-02-13,2008-09,trade_exception,,,,Toronto Raptors,,Miami Heat,trade exception
2009-0224,2009-02-13,2008-09,trade_exception,,,,Miami Heat,,Toronto Raptors,trade exception
2009-0231,2009-02-07,2008-09,player,70,Shannon Brown,,Charlotte Hornets,,Los Angeles Lakers,
2009-0231,2009-02-07,2008-09,player,67,Adam Morrison,,Charlotte Hornets,,Los Angeles Lakers,
2009-0231,2009-02-07,2008-09,player,512,Vladimir Radmanovic,,Los Angeles Lakers,,Charlotte Hornets,
2009-0231,2009-02-07,2008-09,cash,,,,Los Angeles Lakers,,Charlotte Hornets,cash
2009-0231,2009-02-07,2008-09,trade_exception,,,,Charlotte Hornets,,Los Angeles Lakers,trade exception
2009-0233,2009-02-05,2008-09,player,303,Tyronn Lue,,Milwaukee Bucks,,Orlando Magic,
2009-0233,2009-02-05,2008-09,player,475,Keith Bogans,,Orlando Magic,,Milwaukee Bucks,
2009-0233,2009-02-05,2008-09,cash,,,,Orlando Magic,,Milwaukee Bucks,cash
2009-0233,2009-02-05,2008-09,trade_exception,,,,Milwaukee Bucks,,Orlando Magic,trade exception
2009-0261,2009-01-16,2008-09,player,318,Matt Carroll,,Charlotte Hornets,,Dallas Mavericks,
2009-0261,2009-01-16,2008-09,player,115,Ryan Hollins,,Charlotte Hornets,,Dallas Mavericks,
2009-0261,2009-01-16,2008-09,player,283,DeSagana Diop,,Dallas Mavericks,,Charlotte Hornets,
2009-0261,2009-01-16,2008-09,trade_exception,,,,Dallas Mavericks,,Charlotte Hornets,trade exception
2009-0282,2009-01-07,2008-09,pick,,,,Denver Nuggets,,Seattle SuperSonics,conditional 2009 1st round pick (DEN own)
2009-0282,2009-01-07,2008-09,player,285,Johan Petro,,Oklahoma City Thunder,,Denver Nuggets,
2009-0282,2009-01-07,2008-09,pick,,,,Seattle SuperSonics,,Denver Nuggets,2009 2nd round pick (OKC own)
2009-0282,2009-01-07,2008-09,player,832,Chucky Atkins,,Denver Nuggets,,Oklahoma City Thunder,
2009-0282,2009-01-07,2008-09,cash,,,,Denver Nuggets,,,cash
2009-0282,2009-01-07,2008-09,trade_exception,,,,,,Denver Nuggets,trade exception
2009-0282,2009-01-07,2008-09,trade_exception,,,,Denver Nuggets,,,trade exception
2009-0282,2009-01-07,2008-09,cash,,,,,,Oklahoma City Thunder,cash
2009-0282,2009-01-07,2008-09,trade_exception,,,,,,Oklahoma City Thunder,trade exception
2009-0282,2009-01-07,2008-09,trade_exception,,,,Oklahoma City Thunder,,,trade exception
2009-0284,2009-01-07,2008-09,pick,,,,Memphis Grizzlies,,Miami Heat,conditional 2012 2nd round pick (MEM own)
2009-0284,2009-01-07,2008-09,player,377,Shaun Livingston,,Miami Heat,,Memphis Grizzlies,
2009-0284,2009-01-07,2008-09,cash,,,,Miami Heat,,Memphis Grizzlies,cash
2009-0284,2009-01-07,2008-09,trade_exception,,,,Memphis Grizzlies,,Miami Heat,trade exception
2009-0287,2009-01-07,2008-09,pick,,,,Los Angeles Clippers,,Toronto Raptors,conditional 2015 2nd round pick (LAC own)
2009-0287,2009-01-07,2008-09,player,119,Hassan Adams,,Toronto Raptors,,Los Angeles Clippers,
2009-0287,2009-01-07,2008-09,cash,,,,Toronto Raptors,,Los Angeles Clippers,cash
2009-0287,2009-01-07,2008-09,trade_exception,,,,Los Angeles Clippers,,Toronto Raptors,trade exception
2009-0296,2009-01-05,2008-09,pick,,,,Los Angeles Clippers,,Denver Nuggets,conditional 2015 2nd round pick (LAC own)
2009-0296,2009-01-05,2008-09,player,116,Cheickh Samb,,Denver Nuggets,,Los Angeles Clippers,
2009-0296,2009-01-05,2008-09,cash,,,,Denver Nuggets,,Los Angeles Clippers,cash
2009-0296,2009-01-05,2008-09,trade_exception,,,,Los Angeles Clippers,,Denver Nuggets,trade exception
2009-0315,2008-12-24,2008-09,pick,,,,Memphis Grizzlies,,Houston Rockets,conditional 2011 2nd round pick (MEM own)
2009-0315,2008-12-24,2008-09,player,179,Steve Francis,,Houston Rockets,,Memphis Grizzlies,
2009-0315,2008-12-24,2008-09,pick,,,,Houston Rockets,,Memphis Grizzlies,2009 2nd round pick (MEM own)
2009-0315,2008-12-24,2008-09,cash,,,,Houston Rockets,,Memphis Grizzlies,cash
2009-0315,2008-12-24,2008-09,trade_exception,,,,Memphis Grizzlies,,Houston Rockets,trade exception
2009-0337,2008-12-10,2008-09,player,49,Javaris Crittenton,,Memphis Grizzlies,,Washington Wizards,
2009-0337,2008-12-10,2008-09,player,747,Mike James,,New Orleans Pelicans,,Washington Wizards,
2009-0337,2008-12-10,2008-09,pick,,,,Washington Wizards,,Memphis Grizzlies,conditional 2008 1st round pick (MEM own)
2009-0337,2008-12-10,2008-09,player,219,Antonio Daniels,,Washington Wizards,,New Orleans Pelicans,
2009-0337,2008-12-10,2008-09,pick,,,,Memphis Grizzlies,,New Orleans Pelicans,2015 2nd round pick (MEM own)
2009-0337,2008-12-10,2008-09,cash,,,,Washington Wizards,,,cash
2009-0337,2008-12-10,2008-09,cash,,,,,,Memphis Grizzlies,cash
2009-0337,2008-12-10,2008-09,cash,,,,Memphis Grizzlies,,,cash
2009-0337,2008-12-10,2008-09,cash,,,,,,New Orleans Pelicans,cash
2009-0339,2008-12-10,2008-09,player,690,Raja Bell,,Phoenix Suns,,Charlotte Hornets,
2009-0339,2008-12-10,2008-09,player,459,Boris Diaw,,Phoenix Suns,,Charlotte Hornets,
2009-0339,2008-12-10,2008-09,player,798,Sean Singletary,,Phoenix Suns,,Charlotte Hornets,
2009-0339,2008-12-10,2008-09,player,44,Jared Dudley,,Charlotte Hornets,,Phoenix Suns,
2009-0339,2008-12-10,2008-09,player,363,Jason Richardson,,Charlotte Hornets,,Phoenix Suns,
2009-0339,2008-12-10,2008-09,pick,,,,Charlotte Hornets,,Phoenix Suns,2010 2nd round pick (CHA own)
2009-0339,2008-12-10,2008-09,trade_exception,,,,Phoenix Suns,,Charlotte Hornets,trade exception
2009-0339,2008-12-10,2008-09,trade_exception,,,,Charlotte Hornets,,Phoenix Suns,trade exception
2009-0348,2008-11-21,2008-09,player,958,Cuttino Mobley,,Los Angeles Clippers,,New York Knicks,
2009-0348,2008-11-21,2008-09,player,586,Tim Thomas,,Los Angeles Clippers,,New York Knicks,
2009-0348,2008-11-21,2008-09,player,88,Mardy Collins,,New York Knicks,,Los Angeles Clippers,
2009-0348,2008-11-21,2008-09,player,165,Zach Randolph,,New York Knicks,,Los Angeles Clippers,
2009-0348,2008-11-21,2008-09,cash,,,,New York Knicks,,Los Angeles Clippers,cash
2009-0348,2008-11-21,2008-09,trade_exception,,,,Los Angeles Clippers,,New York Knicks,trade exception
2009-0349,2008-11-21,2008-09,player,580,Al Harrington,,Golden State Warriors,,New York Knicks,
2009-0349,2008-11-21,2008-09,player,162,Jamal Crawford,,New York Knicks,,Golden State Warriors,
2009-0349,2008-11-21,2008-09,trade_exception,,,,New York Knicks,,Golden State Warriors,trade exception
2009-0373,2008-11-03,2008-09,player,603,Allen Iverson,,Denver Nuggets,,Detroit Pistons,
2009-0373,2008-11-03,2008-09,player,197,Chauncey Billups,,Detroit Pistons,,Denver Nuggets,
2009-0373,2008-11-03,2008-09,player,200,Antonio McDyess,,Detroit Pistons,,Denver Nuggets,
2009-0373,2008-11-03,2008-09,player,116,Cheickh Samb,,Detroit Pistons,,Denver Nuggets,
2009-0373,2008-11-03,2008-09,trade_exception,,,,Denver Nuggets,,Detroit Pistons,trade exception
2009-0373,2008-11-03,2008-09,trade_exception,,,,Detroit Pistons,,Denver Nuggets,trade exception
2009-0599,2008-10-10,2008-09,player,90,Shawne Williams,,Indiana Pacers,,Dallas Mavericks,
2009-0599,2008-10-10,2008-09,player,300,Eddie Jones,,Dallas Mavericks,,Indiana Pacers,
2009-0599,2008-10-10,2008-09,pick,,,,Dallas Mavericks,,Indiana Pacers,2009 2nd round pick (DAL own)
2009-0599,2008-10-10,2008-09,pick,,,,Dallas Mavericks,,Indiana Pacers,2010 2nd round pick (DAL own)
2009-0599,2008-10-10,2008-09,cash,,,,Dallas Mavericks,,Indiana Pacers,cash
2009-0599,2008-10-10,2008-09,trade_exception,,,,Indiana Pacers,,Dallas Mavericks,trade exception
2009-0760,2008-08-29,2008-09,player,799,Pat Ewing,,Houston Rockets,,New York Knicks,
2009-0760,2008-08-29,2008-09,draft_rights,539,Frederic Weis,,New York Knicks,,Houston Rockets,
2009-0760,2008-08-29,2008-09,trade_exception,,,,New York Knicks,,Houston Rockets,trade exception
2009-0769,2008-08-25,2008-09,player,798,Sean Singletary,,Houston Rockets,,Phoenix Suns,
2009-0769,2008-08-25,2008-09,player,15,D.J. Strawberry,,Phoenix Suns,,Houston Rockets,
2009-0769,2008-08-25,2008-09,trade_exception,,,,Houston Rockets,,Phoenix Suns,trade exception
2009-0769,2008-08-25,2008-09,trade_exception,,,,Phoenix Suns,,Houston Rockets,trade exception
2009-0787,2008-08-14,2008-09,player,799,Pat Ewing,,Sacramento Kings,,Houston Rockets,
2009-0787,2008-08-14,2008-09,player,798,Sean Singletary,,Sacramento Kings,,Houston Rockets,
2009-0787,2008-08-14,2008-09,player,540,Metta World Peace,,Sacramento Kings,,Houston Rockets,
2009-0787,2008-08-14,2008-09,player,784,Donte Greene,,Houston Rockets,,Sacramento Kings,
2009-0787,2008-08-14,2008-09,player,174,Bobby Jackson,,Houston Rockets,,Sacramento Kings,
2009-0787,2008-08-14,2008-09,pick,,,,Houston Rockets,,Sacramento Kings,conditional 2009 1st round pick (HOU own)
2009-0787,2008-08-14,2008-09,cash,,,,Houston Rockets,,Sacramento Kings,cash
2009-0787,2008-08-14,2008-09,trade_exception,,,,Sacramento Kings,,Houston Rockets,trade exception
2009-0787,2008-08-14,2008-09,trade_exception,,,,Houston Rockets,,Sacramento Kings,trade exception
2009-0791,2008-08-13,2008-09,player,228,Mo Williams,,Milwaukee Bucks,,Cleveland Cavaliers,
2009-0791,2008-08-13,2008-09,player,257,Joe Smith,,Cleveland Cavaliers,,Oklahoma City Thunder,
2009-0791,2008-08-13,2008-09,player,229,Desmond Mason,,Milwaukee Bucks,,Oklahoma City Thunder,
2009-0791,2008-08-13,2008-09,player,254,Damon Jones,,Cleveland Cavaliers,,Milwaukee Bucks,
2009-0791,2008-08-13,2008-09,player,289,Adrian Griffin,,Oklahoma City Thunder,,Milwaukee Bucks,
2009-0791,2008-08-13,2008-09,player,284,Luke Ridnour,,Oklahoma City Thunder,,Milwaukee Bucks,
2009-0791,2008-08-13,2008-09,trade_exception,,,,,,Milwaukee Bucks,trade exception
2009-0795,2008-08-11,2008-09,draft_rights,808,Kyle Weaver,,Charlotte Hornets,,Oklahoma City Thunder,
2009-0795,2008-08-11,2008-09,pick,,,,Seattle SuperSonics,,Charlotte Hornets,2009 2nd round pick (NJN own)
2009-0802,2008-08-06,2008-09,player,97,Steve Novak,,Houston Rockets,,Los Angeles Clippers,
2009-0802,2008-08-06,2008-09,pick,,,,Los Angeles Clippers,,Houston Rockets,Swap 2011 2nd round picks
2009-0802,2008-08-06,2008-09,trade_exception,,,,Los Angeles Clippers,,Houston Rockets,trade exception
2009-0837,2008-07-28,2008-09,player,21,Taurean Green,,Denver Nuggets,,New York Knicks,
2009-0837,2008-07-28,2008-09,player,101,Bobby Jones,,Denver Nuggets,,New York Knicks,
2009-0837,2008-07-28,2008-09,player,92,Renaldo Balkman,,New York Knicks,,Denver Nuggets,
2009-0837,2008-07-28,2008-09,pick,,,,New York Knicks,,Denver Nuggets,Swap 2010 2nd round picks
2009-0837,2008-07-28,2008-09,cash,,,,New York Knicks,,Denver Nuggets,cash
2009-0837,2008-07-28,2008-09,trade_exception,,,,Denver Nuggets,,New York Knicks,trade exception
2009-0850,2008-07-23,2008-09,player,964,Jason Hart,,Utah Jazz,,Los Angeles Clippers,
2009-0850,2008-07-23,2008-09,player,355,Brevin Knight,,Los Angeles Clippers,,Utah Jazz,
2009-0850,2008-07-23,2008-09,trade_exception,,,,Los Angeles Clippers,,Utah Jazz,trade exception
2009-0855,2008-07-22,2008-09,player,77,Marcus D. Williams,,New Jersey Nets,,Golden State Warriors,
2009-0855,2008-07-22,2008-09,pick,,,,Golden State Warriors,,New Jersey Nets,conditional 2011 1st round pick (GOS own)
2009-0855,2008-07-22,2008-09,trade_exception,,,,Golden State Warriors,,New Jersey Nets,trade exception
2009-0858,2008-07-21,2008-09,player,527,Keyon Dooling,,Orlando Magic,,New Jersey Nets,
2009-0858,2008-07-21,2008-09,cash,,,,New Jersey Nets,,Orlando Magic,cash
2009-0858,2008-07-21,2008-09,trade_exception,,,,New Jersey Nets,,Orlando Magic,trade exception
2009-0877,2008-07-15,2008-09,player,604,Marcus Camby,,Denver Nuggets,,Los Angeles Clippers,
2009-0877,2008-07-15,2008-09,pick,,,,Los Angeles Clippers,,Denver Nuggets,Swap 2010 2nd round picks
2009-0877,2008-07-15,2008-09,trade_exception,,,,Los Angeles Clippers,,Denver Nuggets,trade exception
2009-0915,2008-07-09,2008-09,pick,,,,Minnesota Timberwolves,,Philadelphia Sixers,conditional 2010 2nd round pick (MIN own)
2009-0915,2008-07-09,2008-09,player,853,Calvin Booth,,Philadelphia Sixers,,Minnesota Timberwolves,
2009-0915,2008-07-09,2008-09,player,87,Rodney Carney,,Philadelphia Sixers,,Minnesota Timberwolves,
2009-0915,2008-07-09,2008-09,pick,,,,Philadelphia Sixers,,Minnesota Timberwolves,More Favorable 2009 1st round pick
2009-0915,2008-07-09,2008-09,pick,,,,Philadelphia Sixers,,Minnesota Timberwolves,Least Favorable 2010 1st round pick
2009-0915,2008-07-09,2008-09,pick,,,,Philadelphia Sixers,,Minnesota Timberwolves,conditional 2011 1st round pick (UTH own)
2009-0915,2008-07-09,2008-09,cash,,,,Philadelphia Sixers,,Minnesota Timberwolves,cash
2009-0916,2008-07-09,2008-09,player,238,Jermaine O'Neal,,Indiana Pacers,,Toronto Raptors,
2009-0916,2008-07-09,2008-09,draft_rights,810,Nathan Jawai,,Indiana Pacers,,Toronto Raptors,
2009-0916,2008-07-09,2008-09,player,957,Maceo Baston,,Toronto Raptors,,Indiana Pacers,
2009-0916,2008-07-09,2008-09,player,447,T.J. Ford,,Toronto Raptors,,Indiana Pacers,
2009-0916,2008-07-09,2008-09,player,573,Rasho Nesterovic,,Toronto Raptors,,Indiana Pacers,
2009-0916,2008-07-09,2008-09,draft_rights,772,Roy Hibbert,,Toronto Raptors,,Indiana Pacers,
2009-0916,2008-07-09,2008-09,cash,,,,Toronto Raptors,,Indiana Pacers,cash
2009-0916,2008-07-09,2008-09,trade_exception,,,,Toronto Raptors,,Indiana Pacers,trade exception
2009-0917,2008-07-09,2008-09,player,94,Ike Diogu,,Indiana Pacers,,Portland Trail Blazers,
2009-0917,2008-07-09,2008-09,draft_rights,765,Jerryd Bayless,,Indiana Pacers,,Portland Trail Blazers,
2009-0917,2008-07-09,2008-09,player,366,Jarrett Jack,,Portland Trail Blazers,,Indiana Pacers,
2009-0917,2008-07-09,2008-09,player,6,Josh McRoberts,,Portland Trail Blazers,,Indiana Pacers,
2009-0917,2008-07-09,2008-09,draft_rights,767,Brandon Rush,,Portland Trail Blazers,,Indiana Pacers,
2009-0917,2008-07-09,2008-09,cash,,,,Portland Trail Blazers,,Indiana Pacers,cash
2009-0917,2008-07-09,2008-09,trade_exception,,,,Portland Trail Blazers,,Indiana Pacers,trade exception
2010-0014,2010-06-29,2009-10,player,884,Quinton Ross,,Washington Wizards,,New Jersey Nets,
2010-0014,2010-06-29,2009-10,player,40,Jianlian Yi,,New Jersey Nets,,Washington Wizards,
2010-0014,2010-06-29,2009-10,cash,,,,New Jersey Nets,,Washington Wizards,cash
2010-0014,2010-06-29,2009-10,trade_exception,,,,Washington Wizards,,New Jersey Nets,trade exception
2010-0014,2010-06-29,2009-10,trade_exception,,,,New Jersey Nets,,Washington Wizards,trade exception
